SurveyYear,SalaryUSD,Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,OtherPeopleOnYourTeam,Education,EmploymentSector,Gender,Salary_Cat
2018,135000.0,United States,Microsoft SQL Server,24,Full time employee,Manager,True,18,None,Bachelors (4 years),Private business,Female,Tier 3
2018,115000.0,United States,Microsoft SQL Server,8,Full time employee,DBA,False,1,3,Associates (2 years),Private business,Male,Tier 3
2018,107000.0,United Kingdom,Microsoft SQL Server,6,Full time employee,Manager,False,1,4,Bachelors (4 years),Private business,Male,Tier 3
2018,151400.0,United States,Microsoft SQL Server,18,Full time employee,Architect,False,9,1,Masters,Private business,Male,Tier 4
2018,79000.0,United States,Microsoft SQL Server,4,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,4,None,None (no degree completed),Private business,Male,Tier 2
2018,130000.0,Canada,Azure SQL DB,1,Contractual work,"Developer: App code (C#, JS, etc)",False,13,2,Bachelors (4 years),Non-profit,Male,Tier 3
2018,136000.0,United States,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,0,1,None (no degree completed),Private business,Male,Tier 3
2018,117000.0,United States,Microsoft SQL Server,12,Full time employee,Analyst,False,4,3,Bachelors (4 years),Private business,Male,Tier 3
2018,142600.0,United States,Oracle,22,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",True,3,1,Bachelors (4 years),Private business,Male,Tier 3
2018,115000.0,United States,Microsoft SQL Server,19,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,20,2,None (no degree completed),Private business,Female,Tier 3
2018,122000.0,United States,Microsoft SQL Server,18,Full time employee,Architect,False,1,5,Bachelors (4 years),Private business,Female,Tier 3
2018,62400.0,United States,Microsoft SQL Server,20,Full time employee,Analyst,False,14,None,None (no degree completed),Private business,Male,Tier 2
2018,137000.0,United States,Microsoft SQL Server,14,Full time employee,Architect,False,2,None,Bachelors (4 years),Private business,Male,Tier 3
2018,140000.0,United States,Microsoft SQL Server,15,Contractual work,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,8,1,Bachelors (4 years),Private business,Male,Tier 3
2018,88000.0,United States,Microsoft SQL Server,10,Contractual work,"Developer: App code (C#, JS, etc)",False,1,4,Bachelors (4 years),Non-profit,Male,Tier 2
2018,75000.0,United States,Microsoft SQL Server,21,Part time,Developer: T-SQL,False,5,None,Masters,Private business,Male,Tier 2
2018,110000.0,United States,Microsoft SQL Server,18,Full time employee,DBA,False,18,4,Masters,Private business,Male,Tier 3
2018,73000.0,United States,Microsoft SQL Server,9,Full time employee,Developer: T-SQL,False,4,None,Associates (2 years),"Education (K-12, college, university)",Male,Tier 2
2018,85000.0,United States,Microsoft SQL Server,12,Full time employee,Manager,True,2,None,Bachelors (4 years),"Education (K-12, college, university)",Male,Tier 2
2018,79000.0,United States,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,False,2,None,Bachelors (4 years),Private business,Female,Tier 2
2018,69000.0,United States,Microsoft SQL Server,13,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,6,None,Associates (2 years),Private business,Female,Tier 2
2018,175000.0,United States,Microsoft SQL Server,22,Full time employee,Architect,False,10,3,Associates (2 years),Private business,Prefer not to say,Tier 4
2018,115000.0,United States,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,False,6,3,Masters,Private business,Male,Tier 3
2018,65000.0,Germany,Microsoft SQL Server,4,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,3,2,Masters,Private business,Male,Tier 2
2018,79280.0,United States,Microsoft SQL Server,15,Full time employee,"Developer: App code (C#, JS, etc)",False,3,3,Bachelors (4 years),State/province government,Male,Tier 2
2018,93000.0,United States,Microsoft SQL Server,4,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,3,None,Masters,Private business,Male,Tier 2
2018,87000.0,United States,Microsoft SQL Server,6,Contractual work,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,1,None,None (no degree completed),Private business,Female,Tier 2
2018,56000.0,Canada,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,False,10,1,Bachelors (4 years),Private business,Female,Tier 2
2018,142000.0,United States,Microsoft SQL Server,19,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,10,None,Bachelors (4 years),Private business,Male,Tier 3
2018,85000.0,United States,Oracle,6,Full time employee,Architect,False,21,2,Bachelors (4 years),Local government,Male,Tier 2
2018,105800.0,United States,Microsoft SQL Server,12,Full time employee,Developer: T-SQL,False,9,None,Associates (2 years),Private business,Male,Tier 3
2018,130000.0,United States,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",True,15,2,Bachelors (4 years),Private business,Male,Tier 3
2018,57000.0,Canada,Microsoft SQL Server,16,Full time employee,"Developer: App code (C#, JS, etc)",False,19,None,Associates (2 years),Private business,Male,Tier 2
2018,99000.0,United States,Microsoft SQL Server,17,Full time employee,Other,False,15,None,Bachelors (4 years),Local government,Male,Tier 2
2018,101900.0,United States,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,1,None,Bachelors (4 years),Federal government,Male,Tier 3
2018,130000.0,United States,Microsoft SQL Server,19,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,15,2,Bachelors (4 years),Private business,Male,Tier 3
2018,101000.0,United States,Microsoft SQL Server,18,Full time employee,Developer: T-SQL,False,11,2,Associates (2 years),Local government,Male,Tier 3
2018,76000.0,United States,Microsoft SQL Server,5,Full time employee,Architect,False,2,None,Bachelors (4 years),Non-profit,Male,Tier 2
2018,102000.0,United States,Microsoft SQL Server,21,Full time employee,Developer: T-SQL,False,21,1,Bachelors (4 years),Private business,Female,Tier 3
2018,80000.0,United States,Microsoft SQL Server,5,Full time employee,DBA,False,4,None,Bachelors (4 years),Private business,Prefer not to say,Tier 2
2018,33000.0,Other,Microsoft SQL Server,8,Full time employee,DBA,False,7,2,Masters,Private business,Male,Tier 1
2018,50000.0,United Kingdom,Microsoft SQL Server,12,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,12,None,Associates (2 years),Local government,Male,Tier 2
2018,95000.0,United States,Microsoft SQL Server,15,Full time employee,"Developer: App code (C#, JS, etc)",False,15,2,Bachelors (4 years),Private business,Female,Tier 2
2018,110000.0,United States,Microsoft SQL Server,10,Full time employee,DBA,False,15,2,None (no degree completed),Private business,Male,Tier 3
2018,58000.0,United States,Microsoft SQL Server,14,Full time employee,Manager,True,11,None,Bachelors (4 years),"Education (K-12, college, university)",Male,Tier 2
2018,85000.0,United States,Microsoft SQL Server,10,Full time employee,Analyst,False,2,4,Bachelors (4 years),Private business,Male,Tier 2
2018,135000.0,United States,Microsoft SQL Server,12,Full time employee,"Developer: App code (C#, JS, etc)",False,1,More than 5,Bachelors (4 years),Private business,Male,Tier 3
2018,130000.0,United States,Microsoft SQL Server,7,Full time employee,Architect,True,3,None,Bachelors (4 years),Private business,Male,Tier 3
2018,50000.0,United States,Microsoft SQL Server,10,Full time employee,DBA,False,10,None,Masters,"Education (K-12, college, university)",Male,Tier 2
2018,61000.0,United States,Microsoft SQL Server,15,Full time employee,Analyst,False,15,More than 5,Masters,State/province government,Male,Tier 2
2018,100000.0,United States,Microsoft SQL Server,19,Full time employee,Manager,True,17,None,Bachelors (4 years),Private business,Male,Tier 3
2018,100000.0,United States,Microsoft SQL Server,12,Full time employee,Analyst,False,4,None,Bachelors (4 years),Local government,Male,Tier 3
2018,154000.0,United States,Microsoft SQL Server,10,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",True,10,1,Bachelors (4 years),Private business,Male,Tier 4
2018,72000.0,United States,Microsoft SQL Server,15,Full time employee,Analyst,False,10,3,Bachelors (4 years),Non-profit,Male,Tier 2
2018,65000.0,United States,Microsoft SQL Server,2,Full time employee,DBA,True,1,None,Bachelors (4 years),State/province government,Non-Legitimate answer,Tier 2
2018,96000.0,United States,Microsoft SQL Server,16,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,3,None,Bachelors (4 years),Non-profit,Male,Tier 2
2018,77000.0,United Kingdom,Microsoft SQL Server,6,Full time employee,DBA,False,2,1,None (no degree completed),Private business,Male,Tier 2
2018,69000.0,United Kingdom,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,False,10,1,Associates (2 years),Private business,Female,Tier 2
2018,108000.0,United States,Microsoft SQL Server,19,Full time employee,Engineer,False,2,3,Masters,Private business,Male,Tier 3
2018,50000.0,United States,Microsoft SQL Server,5,Full time employee,"Developer: App code (C#, JS, etc)",False,5,4,Bachelors (4 years),Private business,Male,Tier 2
2018,198000.0,United States,Microsoft SQL Server,20,Full time employee,Manager,True,15,1,Bachelors (4 years),Private business,Male,Tier 4
2018,116000.0,United States,Microsoft SQL Server,20,Full time employee,Developer: T-SQL,False,15,1,Associates (2 years),Local government,Male,Tier 3
2018,132000.0,United States,Microsoft SQL Server,20,Contractual work,Data Scientist,False,11,More than 5,Bachelors (4 years),Private business,Male,Tier 3
2018,130000.0,United States,Microsoft SQL Server,20,Full time employee,DBA,False,15,1,Bachelors (4 years),Private business,Male,Tier 3
2018,96000.0,United States,Microsoft SQL Server,20,Full time employee,Other,False,20,2,None (no degree completed),Private business,Prefer not to say,Tier 2
2018,66000.0,United States,Microsoft SQL Server,17,Full time employee,Developer: T-SQL,False,10,4,Masters,Private business,Female,Tier 2
2018,80000.0,United States,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,5,1,Bachelors (4 years),Private business,Male,Tier 2
2018,106000.0,United Kingdom,Microsoft SQL Server,22,Full time employee,Data Scientist,False,2,None,Doctorate/PhD,Private business,Male,Tier 3
2018,102900.0,United States,Microsoft SQL Server,22,Full time employee,DBA,False,22,None,Bachelors (4 years),Private business,Female,Tier 3
2018,108000.0,United States,Microsoft SQL Server,15,Full time employee,Developer: T-SQL,True,7,2,Bachelors (4 years),Private business,Male,Tier 3
2018,110000.0,United States,Microsoft SQL Server,23,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,1,More than 5,Bachelors (4 years),Private business,Male,Tier 3
2018,110000.0,United States,Microsoft SQL Server,16,Full time employee,"Developer: App code (C#, JS, etc)",False,19,4,Bachelors (4 years),Private business,Male,Tier 3
2018,32500.0,United Kingdom,Microsoft SQL Server,1,Full time employee,DBA,False,1,4,Bachelors (4 years),Private business,Male,Tier 1
2018,45000.0,United Kingdom,Microsoft SQL Server,3,Contractual work,Developer: T-SQL,False,3,More than 5,Doctorate/PhD,Private business,Male,Tier 1
2018,83000.0,United States,Microsoft SQL Server,20,Full time employee,"Developer: App code (C#, JS, etc)",False,20,None,Bachelors (4 years),Local government,Male,Tier 2
2018,70000.0,United States,Microsoft SQL Server,17,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,1,None,Associates (2 years),Private business,Male,Tier 2
2018,75000.0,United States,Microsoft SQL Server,15,Full time employee,"Developer: App code (C#, JS, etc)",False,15,None,Associates (2 years),Private business,Male,Tier 2
2018,85000.0,United States,Microsoft SQL Server,10,Full time employee,Manager,True,3,None,None (no degree completed),Private business,Male,Tier 2
2018,82000.0,United States,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",False,10,None,Doctorate/PhD,Private business,Female,Tier 2
2018,100000.0,Ireland,Microsoft SQL Server,10,Full time employee,DBA,False,10,2,Masters,Private business,Male,Tier 3
2018,48000.0,United Kingdom,Microsoft SQL Server,5,Full time employee,Analyst,False,5,None,Bachelors (4 years),Private business,Male,Tier 1
2018,100000.0,United Kingdom,Microsoft SQL Server,12,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",True,3,2,Bachelors (4 years),Private business,Male,Tier 3
2018,85000.0,Israel,Microsoft SQL Server,6,Contractual work,DBA,False,4,4,None (no degree completed),Private business,Female,Tier 2
2018,76000.0,United Kingdom,Microsoft SQL Server,17,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,3,None,Masters,Private business,Male,Tier 2
2018,65000.0,United States,Microsoft SQL Server,8,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,1,1,None (no degree completed),Local government,Male,Tier 2
2018,77000.0,United Kingdom,Microsoft SQL Server,9,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,4,2,Bachelors (4 years),Private business,Male,Tier 2
2018,75000.0,United States,Microsoft SQL Server,20,Full time employee,Analyst,False,10,1,Associates (2 years),Private business,Male,Tier 2
2018,47449.0,United Kingdom,Microsoft SQL Server,4,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,3,None,None (no degree completed),Private business,Male,Tier 1
2018,62000.0,United States,Microsoft SQL Server,2,Full time employee,"Developer: App code (C#, JS, etc)",False,2,1,Bachelors (4 years),Private business,Male,Tier 2
2018,155000.0,United States,Microsoft SQL Server,13,Full time employee,DBA,True,11,None,None (no degree completed),Private business,Male,Tier 4
2018,82000.0,United States,Microsoft SQL Server,12,Full time employee,Developer: T-SQL,False,1,None,None (no degree completed),Non-profit,Male,Tier 2
2018,105000.0,United States,Microsoft SQL Server,20,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,5,1,Bachelors (4 years),Private business,Male,Tier 3
2018,90500.0,Finland,Microsoft SQL Server,20,Part time,DBA,False,10,2,Masters,Private business,Male,Tier 2
2018,140000.0,United States,Microsoft SQL Server,18,Contractual work,Developer: T-SQL,False,21,1,Bachelors (4 years),Private business,Male,Tier 3
2018,66000.0,United Kingdom,Microsoft SQL Server,18,Full time employee,DBA,False,10,1,Masters,Private business,Male,Tier 2
2018,67700.0,United Kingdom,Microsoft SQL Server,10,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,10,1,Bachelors (4 years),Private business,Male,Tier 2
2018,83000.0,United Kingdom,Microsoft SQL Server,4,Full time employee,DBA,False,3,None,Masters,Private business,Male,Tier 2
2018,46750.0,United Kingdom,Microsoft SQL Server,15,Full time employee,Other,False,10,None,Bachelors (4 years),Non-profit,Male,Tier 1
2018,66500.0,United Kingdom,Microsoft SQL Server,2,Full time employee,DBA,False,2,None,None (no degree completed),Private business,Male,Tier 2
2018,82000.0,United States,Microsoft SQL Server,18,Full time employee,Engineer,False,9,None,Bachelors (4 years),Private business,Male,Tier 2
2018,30000.0,South Africa,Microsoft SQL Server,5,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,1,1,Bachelors (4 years),Private business,Male,Tier 1
2018,50000.0,United Kingdom,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",True,2,None,Bachelors (4 years),Local government,Male,Tier 2
2018,116000.0,Denmark,Microsoft SQL Server,29,Full time employee,Developer: T-SQL,False,0,None,Bachelors (4 years),Private business,Male,Tier 3
2018,60000.0,France,Microsoft SQL Server,16,Full time employee,DBA,False,16,None,Associates (2 years),Private business,Male,Tier 2
2018,73800.0,United Kingdom,Microsoft SQL Server,6,Full time employee,"Developer: App code (C#, JS, etc)",False,6,More than 5,Masters,Private business,Female,Tier 2
2018,84000.0,United Kingdom,Microsoft SQL Server,18,Full time employee,DBA,False,5,None,Masters,Private business,Male,Tier 2
2018,41000.0,United Kingdom,Microsoft SQL Server,7,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,4,More than 5,None (no degree completed),Local government,Male,Tier 1
2018,31000.0,South Africa,Microsoft SQL Server,5,Full time employee,DBA,True,5,3,Bachelors (4 years),Private business,Male,Tier 1
2018,50000.0,Spain,Oracle,10,Full time employee,Analyst,False,5,2,Masters,Private business,Female,Tier 2
2018,85000.0,Ireland,Microsoft SQL Server,10,Full time employee,DBA,False,0,None,Bachelors (4 years),Private business,Male,Tier 2
2018,62400.0,South Africa,Microsoft SQL Server,22,Contractual work,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,1,None,None (no degree completed),Private business,Male,Tier 2
2018,156000.0,Ireland,Microsoft SQL Server,15,Contractual work,Architect,True,30,None,Doctorate/PhD,Private business,Male,Tier 4
2018,47714.0,United Kingdom,Microsoft SQL Server,12,Full time employee,Developer: T-SQL,True,8,1,Associates (2 years),Local government,Male,Tier 1
2018,40541.0,United Kingdom,Microsoft SQL Server,4,Full time employee,Developer: T-SQL,False,4,None,None (no degree completed),Private business,Male,Tier 1
2018,24400.0,Other,Microsoft SQL Server,12,Full time employee,"Developer: App code (C#, JS, etc)",False,2,1,Masters,Private business,Male,Tier 1
2018,74000.0,United Kingdom,Microsoft SQL Server,10,Full time employee,Other,False,2,5,Bachelors (4 years),Private business,Female,Tier 2
2018,129000.0,United States,MySQL/MariaDB,10,Full time employee,DBA,False,32,1,Bachelors (4 years),Private business,Male,Tier 3
2018,86000.0,United Kingdom,Microsoft SQL Server,2,Full time employee,Manager,True,2,1,Bachelors (4 years),Private business,Male,Tier 2
2018,14139.0,India,Microsoft SQL Server,8,Contractual work,Developer: T-SQL,True,7,2,Bachelors (4 years),Private business,Male,Tier 1
2018,105000.0,Australia,Microsoft SQL Server,2,Full time employee,Architect,False,5,None,Bachelors (4 years),Private business,Male,Tier 3
2018,74422.0,Australia,Microsoft SQL Server,17,Full time employee,DBA,False,4,1,Bachelors (4 years),Local government,Male,Tier 2
2018,6260.0,India,Microsoft SQL Server,2,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,2,1,Masters,Private business,Male,Tier 1
2018,95000.0,United States,Microsoft SQL Server,15,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,8,5,Bachelors (4 years),Private business,Male,Tier 2
2018,70879.0,Israel,Microsoft SQL Server,3,Contractual work,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,3,None,Bachelors (4 years),Private business,Male,Tier 2
2018,120000.0,United States,Microsoft SQL Server,20,Contractual work,Developer: T-SQL,False,2,None,None (no degree completed),Private business,Male,Tier 3
2018,130000.0,United States,Microsoft SQL Server,10,Full time employee,Manager,True,7,None,Masters,Private business,Male,Tier 3
2018,90200.0,United States,Microsoft SQL Server,15,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,5,None,Bachelors (4 years),Private business,Male,Tier 2
2018,87000.0,United States,Microsoft SQL Server,15,Full time employee,Analyst,False,3,None,Masters,Private business,Female,Tier 2
2018,62400.0,South Africa,Microsoft SQL Server,10,Full time employee,Manager,True,6,More than 5,Bachelors (4 years),Private business,Male,Tier 2
2018,67000.0,United Kingdom,Microsoft SQL Server,20,Full time employee,Developer: T-SQL,True,12,2,Bachelors (4 years),Private business,Female,Tier 2
2018,95000.0,United States,Microsoft SQL Server,20,Full time employee,"Developer: App code (C#, JS, etc)",False,2,None,Bachelors (4 years),Private business,Male,Tier 2
2018,75000.0,Other,Oracle,10,Full time employee,DBA,False,10,5,Bachelors (4 years),State/province government,Male,Tier 2
2018,110000.0,Germany,Microsoft SQL Server,17,Contractual work,Architect,True,5,5,None (no degree completed),Private business,Male,Tier 3
2018,110000.0,United States,Microsoft SQL Server,14,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,14,More than 5,Bachelors (4 years),Private business,Male,Tier 3
2018,82560.0,Other,Microsoft SQL Server,7,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,1,None,Masters,State/province government,Male,Tier 2
2018,155000.0,United States,Microsoft SQL Server,6,Full time employee,Engineer,True,6,More than 5,Bachelors (4 years),Private business,Male,Tier 4
2018,95000.0,United States,Microsoft SQL Server,14,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,1,None,None (no degree completed),Private business,Female,Tier 2
2018,115000.0,United States,Microsoft SQL Server,10,Contractual work,DBA,False,3,More than 5,Bachelors (4 years),Private business,Female,Tier 3
2018,101000.0,Australia,Azure SQL DB,2,Contractual work,"Developer: App code (C#, JS, etc)",False,7,More than 5,Bachelors (4 years),Private business,Male,Tier 3
2018,54000.0,United States,Microsoft SQL Server,5,Full time employee,Developer: T-SQL,False,5,3,Associates (2 years),Private business,Male,Tier 2
2018,10000.0,India,Microsoft SQL Server,4,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,4,More than 5,Bachelors (4 years),Private business,Female,Tier 1
2018,63000.0,United Kingdom,Microsoft SQL Server,7,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,4,None,Bachelors (4 years),Local government,Male,Tier 2
2018,54000.0,United States,Microsoft SQL Server,4,Full time employee,Developer: T-SQL,False,4,2,Bachelors (4 years),Private business,Female,Tier 2
2018,99000.0,United States,Oracle,19,Full time employee,DBA,False,20,3,Masters,Private business,Female,Tier 2
2018,80000.0,United States,Microsoft SQL Server,4,Contractual work,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,2,None,Masters,Private business,Male,Tier 2
2018,77000.0,United States,Microsoft SQL Server,10,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,10,1,Bachelors (4 years),State/province government,Male,Tier 2
2018,90000.0,United States,Microsoft SQL Server,18,Full time employee,Manager,True,1,None,Masters,Private business,Female,Tier 2
2018,90000.0,Norway,Microsoft SQL Server,6,Full time employee,Data Scientist,False,4,None,Associates (2 years),Private business,Male,Tier 2
2018,105300.0,Australia,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,1,1,Bachelors (4 years),Private business,Male,Tier 3
2018,85000.0,United States,Microsoft SQL Server,5,Full time employee,DBA,False,1,None,Bachelors (4 years),Private business,Male,Tier 2
2018,127000.0,United States,Microsoft SQL Server,7,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,5,1,Masters,Private business,Male,Tier 3
2018,50000.0,United States,Microsoft SQL Server,4,Full time employee,Developer: T-SQL,False,4,3,None (no degree completed),Private business,Male,Tier 2
2018,93000.0,United States,Microsoft SQL Server,9,Full time employee,"Developer: App code (C#, JS, etc)",False,7,More than 5,Associates (2 years),Private business,Male,Tier 2
2018,120000.0,United States,Microsoft SQL Server,16,Full time employee,Manager,True,1,2,Bachelors (4 years),Private business,Female,Tier 3
2018,100000.0,Other,Microsoft SQL Server,10,Full time employee,Architect,False,1,None,Bachelors (4 years),Private business,Male,Tier 3
2018,105000.0,United States,Microsoft SQL Server,6,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,4,None,Associates (2 years),Local government,Male,Tier 3
2018,110000.0,United States,Microsoft SQL Server,23,Full time employee,Analyst,False,1,None,Bachelors (4 years),Private business,Male,Tier 3
2018,150000.0,United States,Oracle,20,Contractual work,DBA,False,20,None,Bachelors (4 years),State/province government,Male,Tier 4
2018,180000.0,United States,Microsoft SQL Server,18,Full time employee,Developer: T-SQL,False,18,More than 5,Masters,Private business,Male,Tier 4
2018,90000.0,United States,Microsoft SQL Server,7,Full time employee,DBA,False,6,None,Bachelors (4 years),Private business,Male,Tier 2
2018,63000.0,United States,Microsoft SQL Server,3,Full time employee,DBA,False,3,2,Bachelors (4 years),Private business,Male,Tier 2
2018,98000.0,United States,Microsoft SQL Server,5,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,1,More than 5,Bachelors (4 years),Private business,Male,Tier 2
2018,187500.0,United States,MySQL/MariaDB,17,Full time employee,Architect,False,10,3,None (no degree completed),Private business,Male,Tier 4
2018,78000.0,United States,Microsoft SQL Server,2,Full time employee,DBA,False,2,1,Bachelors (4 years),Private business,Male,Tier 2
2018,87324.0,France,Oracle,20,Full time employee,Architect,True,20,More than 5,Doctorate/PhD,Private business,Female,Tier 2
2018,54100.0,United Kingdom,Microsoft SQL Server,1,Full time employee,DBA,False,1,1,None (no degree completed),Private business,Male,Tier 2
2018,65000.0,United States,Microsoft SQL Server,3,Contractual work,Analyst,False,3,2,Bachelors (4 years),Private business,Male,Tier 2
2018,100000.0,United States,Microsoft SQL Server,18,Full time employee,DBA,False,18,None,Masters,"Education (K-12, college, university)",Male,Tier 3
2018,37260.0,Romania,Microsoft SQL Server,5,Full time employee,DBA,True,1,None,Bachelors (4 years),Private business,Male,Tier 1
2018,65105.0,United Kingdom,Microsoft SQL Server,9,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,9,None,None (no degree completed),Private business,Male,Tier 2
2018,54000.0,Spain,Microsoft SQL Server,5,Full time employee,Manager,True,3,None,Masters,Private business,Prefer not to say,Tier 2
2018,35000.0,Russia,Microsoft SQL Server,8,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,8,None,Bachelors (4 years),Private business,Male,Tier 1
2018,44000.0,Spain,Microsoft SQL Server,7,Contractual work,DBA,True,2,None,Associates (2 years),Private business,Male,Tier 1
2018,30000.0,Ukraine,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,True,12,More than 5,Masters,Private business,Male,Tier 1
2018,124000.0,United States,Microsoft SQL Server,15,Full time employee,Manager,True,3,2,Associates (2 years),Private business,Male,Tier 3
2018,80000.0,United States,Microsoft SQL Server,4,Contractual work,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,2,None,Masters,Private business,Male,Tier 2
2018,110000.0,United States,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,5,2,Bachelors (4 years),Non-profit,Male,Tier 3
2018,188000.0,United States,Microsoft SQL Server,18,Contractual work,Other,False,15,4,Bachelors (4 years),Private business,Male,Tier 4
2018,123000.0,United States,Microsoft SQL Server,17,Full time employee,Architect,False,7,None,Bachelors (4 years),Private business,Male,Tier 3
2018,85585.0,Australia,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",True,2,None,Bachelors (4 years),Local government,Male,Tier 2
2018,10095.0,Other,Microsoft SQL Server,5,Contractual work,"DBA (Development Focus - tunes queries, indexes, does deployments)",True,5,1,Bachelors (4 years),Private business,Male,Tier 1
2018,42100.0,Mexico,Oracle,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,1,5,Bachelors (4 years),Private business,Male,Tier 1
2018,94500.0,United States,Microsoft SQL Server,20,Full time employee,DBA,False,15,1,Bachelors (4 years),Private business,Male,Tier 2
2018,86000.0,United States,Microsoft SQL Server,20,Full time employee,DBA,False,9,None,Bachelors (4 years),Non-profit,Male,Tier 2
2018,130000.0,United States,DB2,10,Contractual work,Engineer,False,10,2,Masters,Federal government,Male,Tier 3
2018,115000.0,United States,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,False,11,More than 5,Masters,Private business,Male,Tier 3
2018,124000.0,United States,Microsoft SQL Server,17,Full time employee,DBA,False,2,None,None (no degree completed),Non-profit,Male,Tier 3
2018,102232.0,United States,Microsoft SQL Server,11,Full time employee,Architect,True,3,None,Associates (2 years),Non-profit,Male,Tier 3
2018,90000.0,United States,Microsoft SQL Server,11,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,11,2,Bachelors (4 years),Private business,Male,Tier 2
2018,124000.0,United States,Microsoft SQL Server,12,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,10,1,Associates (2 years),Private business,Male,Tier 3
2018,47000.0,France,Oracle,1,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",True,1,2,Masters,Private business,Male,Tier 1
2018,60000.0,United States,Microsoft SQL Server,14,Full time employee,Analyst,True,14,None,Bachelors (4 years),"Education (K-12, college, university)",Male,Tier 2
2018,99000.0,United States,Microsoft SQL Server,5,Full time employee,Developer: T-SQL,False,5,More than 5,Masters,Private business,Male,Tier 2
